unitid,chronname,city,state,level,control,basic,hbcu,flagship,long_x,lat_y,site,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,similar,state_sector_ct,carnegie_ct,counted_pct,nicknames,cohort_size
404374,Vatterott College - Joplin,Joplin,Missouri,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-94.502022,37.082755,www.vatterott.edu,236,36.8,36.2,32.8,16892,14611,24795,32,100,302,29,NULL,NULL,4017,35,NULL,NULL,26.7,31,31.5,10,31.5,3,56,20,26.7,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,421513|155283|442383|237987|441201|388043|190974|389727|200633|212425|151236|126401|200590|427973|151157|261861|205531|218043|105543|375489,19,517,NULL,NULL,146
404383,Vatterott College-Kansas City,Kansas City,Missouri,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-94.475028,39.054414,www.vatterott.edu,540,42.2,36.2,32.8,11549,14611,24795,17,100,838,74,NULL,NULL,4377,53,NULL,NULL,40.6,52,45,22,26.9,2,61.2,31,38.2,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105534|366544|373058|118198|203289|114372|198978|371265|442310|442505|372037|418870|439792|236993|201016|439826|437060|192004|216418|436182,19,517,NULL,NULL,298
404426,Coconino County Community College,Flagstaff,Arizona,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-111.645631,35.171328,www.coconino.edu/pages/default.aspx,3694,11.9,20.4,16.5,67612,25969,37780,90,27.3,2100,33,NULL,NULL,3621,35,174,16,2.2,5,4.8,1,33,27,44.8,7,20.1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,222567|155858|226408|183099|230597|239910|234696|182564|187903|117274|434061|224110|196699|240505|165194|239008|231536|139700|232867|231697,20,289,25.6|10,NULL,462
404499,Sanford-Brown College-Houston,Houston,Texas,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-95.548141,29.72763,www.sanfordbrown.edu/houston,756,57.6,35.1,32.8,24283,18614,24795,54,97.6,677,66,NULL,NULL,4977,72,NULL,NULL,11.6,13,53.9,35,56.1,26,71.9,62,25.8,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184056|446668|447670|450191|451972|147129|420501|385008|445920|363590|449074|433013|450094|445337|450386|222682|450508|446163|448673|156471,37,517,NULL,NULL,739
404505,Sanford-Brown Institute at Jacksonville,Jacksonville,Florida,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-81.54788,30.182373,www.sbjacksonville.com,360,37.6,34.7,32.8,124701,25317,24795,98,90.3,616,61,NULL,NULL,5342,80,NULL,NULL,32.9,41,59.7,46,66.1,43,61.5,31,39.4,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,446817|446914|379029|233329|422695|377342|432302|444389|450447|447120|448585|448372|448460|444565|447953|145309|451370|450702|431886|229036,39,517,NULL,NULL,243
404514,Sanford-Brown College at Dallas,Dallas,Texas,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-96.867161,32.819771,www.sanfordbrown.edu/dallas,588,54,35.1,32.8,80939,18614,24795,96,100,574,58,NULL,NULL,5163,76,NULL,NULL,17.8,20,52.2,32,61.1,31,57.4,24,37.5,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,447768|447290|154794|450067|446880|385503|447360|454625|200785|367264|192688|447379|214528|391582|445753|245962|451963|373085|436702|179052,37,517,NULL,NULL,343
404648,Baker College of Cadillac,Cadillac,Michigan,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,NULL,NULL,-85.380045,44.268014,www.baker.edu,1545,22.6,24.2,22.5,0,54025,101725,0,58.4,1358,48,NULL,NULL,4500,7,8164,27,0,0,0,0,71.3,92,83.3,74,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237686|414823|203447|173629|437848|146676|214634|381787|404073|190655|204839|189459|203474|103723|240790|404082|165802|214759|151458|372958,39,124,47.8|07,NULL,12
404912,Pima Medical Institute at Denver,Denver,Colorado,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-105.001912,39.830425,pmi.edu,951,21.4,33.7,32.8,13736,21127,24795,25,100,1467,92,NULL,NULL,4268,49,NULL,NULL,18.2,20,65.7,63,47.9,17,74.2,68,49,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247065|214290|251075|445115|438966|225858|404365|414850|173489|445610|440174|205887|122685|246974|445090|123679|384209|192509|438869|154767,17,517,NULL,NULL,1086
404921,Fortis College at Miami,Miami,Florida,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-80.324026,25.769888,www.fortis.edu,88,59,34.7,32.8,28672,25317,24795,64,100,409,42,NULL,NULL,5085,75,NULL,NULL,23.7,26,67.9,68,53.3,23,58,25,39.1,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,368780|420024|441487|446552|439367|367316|381945|193788|194611|441858|449092|224439|448354|431309|406200|440651|139214|225779|446604|451404,39,517,97.3|10,NULL,430
404994,ASA Institute of Business & Computer Technology,Brooklyn,New York,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-73.986027,40.692405,www.asa.edu,4706,21.7,24.9,32.8,37773,44481,24795,78,92.8,6312,100,NULL,NULL,6714,92,NULL,NULL,24.7,28,31.6,10,80.7,75,34.4,5,19.4,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,151166|205726|175528|205692|133997|134875|219903|205717|224679|194499|197522|430935|439455|215992|205522|204884|205647|160995|237437|441399,22,517,84.5|10,NULL,2011
405058,Yeshivas Novominsk,Brooklyn,New York,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,NULL,NULL,-73.989901,40.623611,,118,0.5,22.8,22.5,5282095,108407,101725,100,100,145,4,NULL,NULL,6022,13,NULL,NULL,0,0,5.6,0,33.1,40,79.6,63,100,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157030|176938|181376|137962|102261|444398|174206|194569|134510|208725|199458|176336|194718|179256|174525|198747|202903|176910|132408|222877,116,106,90.0|07,NULL,18
405854,Rabbinical College Ohr Shimon Yisroel,Brooklyn,New York,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,NULL,NULL,-73.956537,40.704205,,155,18.6,22.8,22.5,59344,108407,101725,31,100,152,5,NULL,NULL,8702,23,NULL,NULL,0,0,39.5,21,97.3,100,58.3,13,40,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,241614|197601|192165|199971|375230|439862|124487|441690|197018|156417|189857|194189|417752|194675|196431|126076|192624|194666|200484|198677,116,106,100.0|07,NULL,38
405872,Carroll Community College,Westminster,Maryland,2-year,Public,Associates--Public Suburban-serving Single Campus,NULL,NULL,-76.991113,39.531805,www.carrollcc.edu,3785,22.3,17.6,16.5,47523,62054,37780,68,38,2682,42,NULL,NULL,3080,19,1463,68,8.5,46,26.2,71,23.7,10,70.3,91,18.9,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117195|236382|162557|147004|186645|439190|149727|149842|236610|120290|114938|149532|162706|144865|262031|162779|184180|146296|229799|130040,16,106,50.7|10,NULL,684
405979,University of Phoenix-Tucson Campus,Tucson,Arizona,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-110.875838,32.217764,www.phoenix.edu,1414,21.4,32.8,24.6,41529,25661,38763,46,100,1220,78,NULL,NULL,3949,29,NULL,NULL,1.4,6,22.8,42,61.9,33,50,38,9.8,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,126827|177418|217776|416962|200217|155812|105516|180814|420042|190716|194958|219949|406015|155520|434964|372222|224147|147828|215743|193584,23,386,26.0|07,NULL,145
405988,University of Phoenix-Colorado Campus,Lone Tree,Colorado,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-104.873421,39.551643,www.phoenix.edu,1163,23.4,24.7,24.6,43290,44867,38763,50,100,910,69,NULL,NULL,3415,8,NULL,NULL,0,0,15.6,23,46.4,10,56.4,53,12.2,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380465|195234|225414|169716|212133|107044|148584|190770|165820|225502|193584|224226|147828|214713|127918|183211|190716|234915|235316|199306,16,386,29.8|07,NULL,128
405997,University of Phoenix-Albuquerque Campus,Albuquerque,New Mexico,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-106.585189,35.197066,www.phoenix.edu,2098,23.1,23,24.6,37432,41774,38763,37,100,2047,88,NULL,NULL,3886,25,NULL,NULL,1.6,7,25.8,52,70.3,55,56.8,54,10.1,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113607|101480|144759|419509|228529|228431|206695|139366|159993|139533|372222|224147|194958|434964|131876|420042|172051|406015|228501|144005,8,386,51.3|07,NULL,500
406006,University of Phoenix-Northern California Campus,San Jose,California,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-121.943141,37.40906,www.phoenix.edu,1374,20.7,23.2,24.6,71891,53245,38763,78,100,1199,77,NULL,NULL,3634,13,NULL,NULL,0.9,4,11.6,12,53.5,18,46.3,35,6.9,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,434973|169327|432223|440420|202806|440448|167260|171492|440439|442189|414708|442897|442152|443474|414878|192271|442170|138293|421018|227243,64,386,39.5|07,NULL,232
406015,University of Phoenix-Southern California Campus,Costa Mesa,California,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-117.884998,33.685778,www.phoenix.edu,8309,23.9,23.2,24.6,43463,53245,38763,50,100,6998,97,NULL,NULL,3819,21,NULL,NULL,0.8,3,14.8,20,54.6,19,68,72,7.5,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420042|224147|228529|372222|126827|219949|434964|419509|416962|101480|405979|228431|159993|139366|155812|172051|167729|180814|177418|217776,64,386,37.2|07,NULL,1064
406024,Galen School of Nursing at Tampa Bay,Saint Petersburg,Florida,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-82.640182,27.858677,www.galencollege.edu/tampabay,790,40.5,34.7,32.8,0,25317,24795,0,54.1,800,72,NULL,NULL,3320,10,NULL,NULL,50,63,59.5,46,53.6,24,47.1,11,62.7,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,450049|451848|201177|446613|160427|451945|160816|450085|449010|407328|450571|448345|163028|447397|443270|449612|450021|445939|446808|439437,39,517,NULL,NULL,148
406033,Galen College of Nursing at San Antonio,San Antonio,Texas,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-98.58566,29.50769,www.galencollege.edu/sanantonio/,1119,43.4,35.1,32.8,0,18614,24795,0,63.9,1280,87,NULL,NULL,3265,9,NULL,NULL,50.7,64,60.9,49,62.4,33,68.1,50,60,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,445726|372772|450429|450261|223472|447582|447634|447236|449117|119438|111638|206093|450216|447069|448442|448363|448600|452948|439525|450207,37,517,NULL,NULL,304
406194,Westwood College - DuPage,Woodridge,Illinois,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-88.043882,41.755883,www.westwood.edu,186,25,28.6,24.6,44800,40421,38763,52,68.3,379,26,NULL,NULL,3271,6,NULL,NULL,52,92,52,88,71.9,61,57.1,55,9.7,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174154|128683|440165|429599|210076|443331|407319|177579|436191|432384|434557|386472|172866|413857|437042|437219|437051|430263|434548|440925,19,343,58.7|07,NULL,75
406200,Wright Career College,Overland Park,Kansas,4-year,Private not-for-profit,Associates--Private Not-for-profit,NULL,NULL,-94.669121,38.93368,www.wrightcc.edu,1763,15.8,23.9,22.5,91488,53183,101725,62,100,3107,84,NULL,NULL,9862,27,NULL,NULL,NULL,NULL,NULL,NULL,83.8,97,71.8,40,19.1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440651|431309|139214|225779|446604|448354|451404|451699|224439|194611|441858|449092|448789|372921|193788|377458|207625|109040|367316|453109,20,73,100.0|07,NULL,NULL
406219,Daymar College at Louisville,Louisville,Kentucky,4-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-85.684344,38.156239,www.daymarcollege.edu,189,41,28,24.6,41204,42765,38763,45,66.7,293,15,NULL,NULL,4358,50,NULL,NULL,NULL,NULL,NULL,NULL,50.1,14,NULL,NULL,25.6,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213057|417549|406264|132806|224660|220118|128188|205513|376321|205559|419341|249247|137892|439482|242112|414461|383950|189583|237978|444042,15,517,55.7|07,NULL,NULL
406547,City College at Gainesville,Gainesville,Florida,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,NULL,NULL,-82.4168,29.65601,www.citycollege.edu,444,32.5,24.2,22.5,0,71929,101725,0,76.8,425,16,NULL,NULL,5023,9,43,0,NULL,NULL,NULL,NULL,90.3,99,NULL,NULL,4.3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148876|244233|444088|434539|404055|443562|444167|146621|151962|157632|445708|141237|178891|150774|206154|133809|165574|367839|366906|245962,47,124,54.1|07,NULL,NULL
407063,ITT Technical Institute at Jacksonville,Jacksonville,Florida,4-year,Private for-profit,Other technology-related schools,NULL,NULL,-81.749055,30.199232,www.itt-tech.edu,591,30.5,18.1,24.6,30532,46698,38763,22,74.6,707,59,NULL,NULL,3900,26,NULL,NULL,NULL,NULL,NULL,NULL,62.9,35,0,0,11.8,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,251251|134909|414568|142337|369084|413848|153427|176637|116475|437927|443526|366650|208965|244011|151494|116040|235529|151500|135939|238892,48,54,66.7|07,NULL,NULL
407285,Minnesota School of Business at Brooklyn Center,Brooklyn Center,Minnesota,4-year,Private for-profit,Baccalaureate/Associates Colleges,NULL,NULL,-93.311831,45.062699,www.msbcollege.edu,169,34.5,19.6,24.6,0,43085,38763,0,59.2,215,9,NULL,NULL,6063,90,NULL,NULL,12.5,28,25,48,75.4,74,NULL,NULL,43.8,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,260910|366535|147165|440484|168847|414160|153418|207254|367024|412599|240392|219213|206817|188340|381617|144883|171298|168838|445355|240790,28,124,7.0|07,NULL,8
407319,"ITT Technical Institute (Omaha, Neb.)",Omaha,Nebraska,4-year,Private for-profit,Other technology-related schools,NULL,NULL,-96.0669,41.211491,www.itt-tech.edu,505,28.7,24.9,24.6,35999,35830,38763,35,68.1,549,46,NULL,NULL,4054,35,NULL,NULL,NULL,NULL,NULL,NULL,72.7,64,NULL,NULL,14.5,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,432384|434557|413857|172866|443331|437042|437219|437051|430263|434548|440165|440925|406194|445072|174154|381741|128683|413884|429599|210076,4,54,78.9|07,NULL,NULL
407328,Omaha School of Massage and Healthcare of Herzing University,Omaha,Nebraska,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-96.06316,41.205893,www.osmt.com,121,46.8,31.1,32.8,22667,21983,24795,48,90.9,166,9,NULL,NULL,3753,21,NULL,NULL,63.6,81,63.6,58,66.2,43,75.9,72,21.1,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,451945|450085|163028|449612|446613|443270|201177|406024|450049|451848|160427|225788|439437|160816|446808|449010|450571|451820|448345|229416,2,517,NULL,NULL,22
408039,Brown Mackie College-Fort Wayne,Fort Wayne,Indiana,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,NULL,NULL,-85.101966,41.109132,www.brownmackie.edu,659,37.6,26.7,24.6,28526,48576,38763,18,100,881,68,NULL,NULL,4258,45,NULL,NULL,0,0,0,0,81.6,90,100,91,15,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205708|434140|441025|410070|443650|178110|243841|105659|387925|140003|157599|438638|442745|375489|127787|105543|177302|410283|126401|206631,13,83,100.0|07,NULL,16
408394,Texas State Technical College at Marshall,Marshall,Texas,2-year,Public,Associates--Public Rural-serving Small,NULL,NULL,-94.349897,32.518548,www.marshall.tstc.edu,755,26.9,15,16.5,54648,40856,37780,79,51.9,623,5,NULL,NULL,5798,90,429,37,16.8,77,33.7,88,44.9,58,56.2,43,76.6,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,128258|161138|199953|180197|191302|168883|148821|138558|232788|204422|178217|106980|184205|164313|382911|228680|156648|146278|172307|139250,63,111,20.4|10,NULL,95
408844,Florida National College,Hialeah,Florida,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,NULL,NULL,-80.322355,25.86178,www.fnu.edu,2420,15.7,18.1,24.6,33737,46698,38763,29,72.5,4075,94,NULL,NULL,5086,74,NULL,NULL,NULL,NULL,NULL,NULL,85,95,78.4,82,61.5,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194967|128179|179511|134121|427982|158440|242972|444042|189583|438285|383950|127839|214838|237978|101958|414461|242112|441399|441502|439482,48,83,81.9|07,NULL,NULL
409069,ITT Technical Institute at Fort Lauderdale,Fort Lauderdale,Florida,4-year,Private for-profit,Other technology-related schools,NULL,NULL,-80.252324,26.078932,www.itt-tech.edu,531,39.4,18.1,24.6,34412,46698,38763,31,72.7,543,45,NULL,NULL,4916,70,NULL,NULL,0,0,0,0,74.7,72,100,91,14.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108250|372578|437936|398130|368601|244154|105172|116484|151500|151519|135939|238892|116466|208965|230384|244011|151494|437927|176637|116475,48,54,72.0|07,NULL,3
409315,South Texas College,McAllen,Texas,4-year,Public,Associates--Public 4-year Primarily Associates,NULL,NULL,-98.253634,26.217591,www.southtexascollege.edu,31232,14.7,21.7,21.5,30014,54356,66436,8,33.1,19701,88,NULL,NULL,3991,6,17,0,0,0,100,100,42.3,64,85.7,84,55.4,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175041|174136|215239|151032|218830|171304|150987|129367|203748|202222|205470|107664|201928|170055|165033|155292|184995|167534|138901|167905,35,34,54.5|07,NULL,4
409670,Everest Institute - Kendall,Miami,Florida,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-80.417043,25.682838,www.everest.edu/campus/kendall,461,51.7,34.7,32.8,28845,25317,24795,64,83.5,653,63,NULL,NULL,4145,41,NULL,NULL,59.4,74,66.3,63,74.1,60,69.7,55,27.6,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216083|182148|440873|233091|442408|440882|156903|211909|377661|439312|136066|438212|409829|123679|382504|192509|366960|201399|245032|438869,39,517,NULL,NULL,406
409698,California State University-Monterey Bay,Seaside,California,4-year,Public,Masters Colleges and Universities--smaller programs,NULL,NULL,-121.799216,36.653724,www.csumb.edu,5306,18.6,25,21.5,84364,79310,66436,82,93.4,4805,39,976,29,9082,90,3085,39,12,19,38.3,30,47.6,78,81.2,72,45.7,20,2011,10.2,3.2,44.1,27.6,38.2,13.2,8.9,16.4,53.5,-13.4,9,12.4,60.2,-9,2.1,7.2,196237|441937|167288|234173|182795|228981|198066|157076|155937|231581|128391|101435|199962|198598|216357|218724|215275|203128|232025|237969,32,106,59.7|07,Cal State Monterey Bay,734
409874,Heald College at Salinas,Salinas,California,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-121.652784,36.706813,www.heald.edu,1076,33.4,39.3,32.8,7704,23430,24795,11,70.4,1293,88,NULL,NULL,5359,80,NULL,NULL,40.5,52,46.6,24,87,86,71.8,62,24.6,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189422|371760|417327|146816|147396|115490|430148|115472|204307|376385|215682|198871|371779|190071|193380|220464|214023|366553|115454|155007,63,517,52.1|10,NULL,131
410070,Heritage College (Okla.),Oklahoma City,Oklahoma,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-97.494276,35.395974,heritage-education.com,722,37.4,41.5,32.8,24209,16061,24795,54,100,875,76,NULL,NULL,3487,13,NULL,NULL,6.2,5,61.1,50,69.1,49,56.4,21,64.2,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,441025|434140|443650|178110|243841|105659|205708|387925|140003|408039|410283|126401|177302|206631|148399|210359|151616|105543|127787|375489,9,517,NULL,NULL,519
410283,Brown Mackie College at Atlanta,Atlanta,Georgia,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-84.354843,33.9375,www.brownmackie.edu,1033,25.3,32.6,32.8,55346,43579,24795,90,100,904,77,NULL,NULL,3999,33,NULL,NULL,5.7,3,22.7,4,80.2,75,30.5,3,16.1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177302|206631|148399|210359|127787|151616|151209|438638|157599|136075|237996|441025|410070|434140|368805|443650|178110|243841|249609|205708,8,517,100.0|10,NULL,282
410496,Bryant & Stratton College at Henrietta,Rochester,New York,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-77.599568,43.085881,www.bryantstratton.edu,412,30,24.9,32.8,42106,44481,24795,83,71.1,580,58,NULL,NULL,5699,85,NULL,NULL,25.4,30,31.3,10,75.1,63,34.7,5,23.2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,418889|442879|430166|434690|443720|442231|114354|122366|248846|237598|114415|375841|111009|114390|423980|367194|114123|174482|178305|364973,22,517,32.5|10,NULL,67
410502,Art Institute of California-Hollywood,North Hollywood,California,4-year,Private for-profit,Schools of art- music- and design,NULL,NULL,-118.299126,34.061265,www.aicdc.artinstitutes.edu,1906,10.8,23.2,24.6,135730,53245,38763,96,60.7,1975,87,NULL,NULL,5067,74,NULL,NULL,14,33,20,34,68.6,48,64.9,67,15.2,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402776|104188|146010|138813|445124|432533|134680|260813|222938|134811|182111|112570|209533|210960|210942|117928|132338|428444|208239|117113,64,114,36.5|07,NULL,50
410520,Sage College,Moreno Valley,California,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-117.281388,33.946317,sagecollege.edu,447,12.9,39.3,32.8,120816,23430,24795,98,40.9,303,29,NULL,NULL,4248,47,NULL,NULL,5.9,4,5.9,0,64.9,38,66.7,46,66.7,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160524|413635|176549|421832|225849|198242|225201|434432|237604|197081|442347|430388|161776|436225|427663|124937|380094|213589|214944|382771,63,517,68.0|10,NULL,17
410539,Anthem College - Aurora,Aurora,Colorado,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-104.823079,39.721243,www.anthem.edu,207,31.9,33.7,32.8,27952,21127,24795,61,100,431,43,NULL,NULL,4199,44,NULL,NULL,63.4,80,78.9,88,67.3,44,73.7,67,71.4,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,444121|231642|230056|163736|260691|430050|216436|443739|445249|212072|181941|230366|442444|202161|151184|373447|105118|204626|126951|123208,17,517,NULL,NULL,71
412599,Remington College at Memphis,Memphis,Tennessee,4-year,Private not-for-profit,Associates--Private For-profit 4-year Primarily Associates,NULL,NULL,-89.989881,35.071403,www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview,814,10.5,20.9,22.5,17400,106812,101725,2,100,1467,52,NULL,NULL,4111,5,NULL,NULL,NULL,NULL,NULL,NULL,80.6,96,NULL,NULL,68.8,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367024|207254|440484|188340|147165|366535|219213|381617|414160|171298|240392|168838|240790|103723|407285|189459|190646|168847|260910|404082,38,83,100.0|07,NULL,NULL
